livsmedel,calorie,protein,carb,fat
Spenat färsk,24,3.3,0.8,0.4
Mangold röd småbladig färsk,16,2.1,0.0,0.5
Kruksallat,13,1.9,0.0,0.2
Lök röd,46,1.2,9.0,0.1
Kantarell gul rå,24,1.7,2.0,0.3
Hjort kronhjort kött rå,108,22.3,0.0,2.0
Hjort dovhjort färs rå,134,21.8,0.0,5.1
Ren kött kallrökt rå,132,26.2,0.5,2.7
Hjort skav rå,128,17.9,0.0,6.3
Korv hjort rå,230,17.0,1.4,17.6
Vildsvin bog rå,104,22.6,0.0,1.4
Vildsvin filé rå,111,23.3,0.0,1.8
Rådjur stek rå,106,23.6,0.0,1.1
Vildsvin stek rå,105,23.0,0.0,1.3
Korv kycklingkorv,197,9.4,9.6,13.6
Vildsvin kött rå,107,23.0,0.0,1.5
Rådjur bog rå,111,24.3,0.0,1.4
Ren kött rå,109,23.1,0.0,1.7
Nöt kött rå,128,22.2,0.0,4.2
Lamm kött rå,164,19.9,0.0,9.4
Lamm grytbitar rå,134,20.1,0.0,5.9
Bordsmargarin fett 80% berikad typ Flora original,708,0.2,0.0,80.0
Flytande matfettsblandning fett 80% berikad typ Ica raps- och smörolja,710,0.2,0.3,80.0
Potatis höst kokt u. salt,85,1.9,17.8,0.1
Julmust påskmust,34,0.0,8.3,0.0
Slush drickf.,41,0.0,10.2,0.0
Mandeldryck berikad,26,0.0,3.5,1.3
Alkoläsk kolsyrad dryck vol. % 4-5,52,0.0,5.9,0.0
Potatis kokt u. salt,83,1.8,17.5,0.1
Lasagne m. svarta bönor veg. ,136,4.4,7.5,9.6
Tranbärsdryck drickf. berikad,39,0.2,9.4,0.0
Barngröt ätf. flerkorn m. frukt berikad,105,3.8,12.2,4.2
Barngröt ätf. m. fullkorn frukt bär berikad,105,3.8,12.4,4.1
Barngröt ätf. m. frukt berikad,105,3.5,13.1,4.0
Barngröt ätf. ris mjölkfri berikad,93,3.2,14.6,2.2
Barngröt ätf. m. fullkorn frukt müsli berikad,66,2.5,10.0,1.5
Barngröt ätf. m. yoghurt frukt berikad,90,3.5,13.4,2.1
Barngröt ätf. havre m. frukt berikad,77,3.2,11.3,1.9
Barngröt ätf. havre naturell berikad,97,4.2,13.3,2.6
Barngröt ätf. havre m. frukt bär berikad,91,3.8,13.3,2.2
Pepparsås,224,1.9,6.6,21.2
Saffransris,116,2.3,21.9,2.0
Ljus sås till fiskgratäng,198,3.7,7.5,17.2
Gris kött rå,155,19.2,0.0,8.7
Gratäng zucchinigratäng m. kalvfärs,118,6.1,3.1,8.8
Pastagratäng m. kyckling,175,7.7,9.0,11.9
Tomatsås till pizza,100,1.4,7.8,6.8
"Minimjölk fett < 0,1% berikad",35,3.6,4.9,0.0
Örtagårdssås m. gräddfil,285,2.6,4.9,28.6
Köttfärssås Bolognese m. nötfärs bacon,110,7.5,3.1,7.1
Aioli,763,1.6,1.4,84.8
Guacamole,140,1.6,2.6,13.1
Pasta carbonara m. pasta fläsk grädde,188,9.1,19.0,8.1
Brownie,464,6.4,44.0,28.4
Fisk m. apelsin chili ugnsstekt,201,17.5,3.7,13.0
Pulled pork gris m. marinad tillagad,172,18.5,5.3,8.3
Tropisk juice drickf.,44,0.2,10.5,0.0
Sojabönor färska förvällda u. skal,130,10.9,4.9,6.4
Sparris grön kokt m. salt,22,1.9,1.8,0.2
Kålrot kokt,34,1.3,5.0,0.1
Brysselkål kokt,41,2.6,5.5,0.0
Rotselleri kokt,25,1.0,2.7,0.5
Gula ärtor kokta m. salt,128,8.4,16.4,0.6
Bruna bönor torkade kokta m. salt,137,8.8,16.8,0.9
Gråärtor kokta m. salt,130,10.2,16.6,0.5
Åkerbönor torkade kokta m. salt,134,10.2,18.4,0.5
Äpple Aroma rött,46,0.0,10.2,0.0
Äpple Ingrid Marie rött,49,0.0,11.0,0.0
Äpple Frida,56,0.0,12.6,0.0
Äpple Golden delicious Granny Smith grönt,43,0.0,9.4,0.0
Kyckling pulled chicken tillagad m. marinad,133,19.6,0.9,5.4
Tacosås,32,1.9,5.1,0.0
Hälleflundra odlad Atlanten rå,102,20.0,0.0,2.4
Korngryn kokt u. salt,82,2.1,15.2,0.7
Julmust light,0,0.0,0.0,0.0
"Havregurt naturell fett 2,2% berikad",76,1.5,11.7,2.4
Fraiche m. havre veg. fett 15% berikad,185,0.8,10.1,15.7
Havrebaserat bredbart pålägg naturell,231,2.9,10.9,19.6
Havredryck m. apelsin mango,55,0.7,11.3,0.5
Korv grillkorv grillad kött 32-35%,229,7.6,12.8,16.3
Korv falukorv tillagad kött 58%,267,8.7,5.4,23.7
Korv bratwurst tillagad kryddig kött 73-75%,267,11.5,4.5,22.7
Blodpudding blodkorv tillagad,218,8.6,23.0,9.4
Gris sidfläsk el. stekfläsk rimmat stekt,385,11.4,0.1,38.3
Korv kabanoss tillagad kryddig kött 90%,292,16.0,1.4,24.8
Kryddblandning taco,284,5.6,50.9,3.6
Bröd vitt vetetortilla,306,8.4,55.5,4.8
Gris färs tillagad u. salt,241,16.0,0.0,19.9
Te fermenterat m. socker,17,0.0,2.2,0.0
Gris skinka innanlår tillagad,117,20.5,0.0,3.8
Gris skinkstek tillagad u. salt,126,20.0,0.0,5.1
Gris ytterfilé tillagad,120,17.0,0.0,5.8
Gris fläskkotlett tillagad,133,19.6,0.0,6.0
Gris fläskfilé tillagad,118,20.0,0.0,4.1
Nöt kalv lever tillagad,150,20.0,9.3,3.5
Kyckling lever ugnsstekt,124,16.0,4.5,4.6
Gris lever tillagad,142,22.0,6.0,3.2
Kalkon rökt tunna skivor,98,18.3,1.1,2.1
Korv veg. soja- och veteprotein tillagad typ middagskorv,252,14.0,14.1,15.3
Gratäng m. korv rotfrukt,191,5.5,9.1,14.6
Pastasås m. lax crème fraiche grädde dill,268,12.1,3.1,23.3
Cashewnötter rostade m. salt,597,18.0,19.1,48.7
Gris kassler tillagad,148,18.6,0.0,8.2
Kyckling bröstfilé tillagad u. skinn frysvara,98,19.7,0.0,2.0
Drickyoghurt smaksatt fett ca 1%,59,2.8,10.1,0.8
Ost hårdost eko. fett 28%,352,25.2,2.7,27.0
Vaniljsås ätf.,109,3.0,15.3,3.9
Yoghurt naturell eko. fett 3% berikad,56,3.2,4.7,2.7
Pannkaka tunn helfabrikat,186,6.5,25.9,5.8
Hårt bröd fullkorn råg fiber ca 20% typ sport ,352,8.6,64.0,3.3
Bröd vitt grovt m. nyckelhål typ formfranska,260,8.6,43.8,4.2
Bröd vitt typ levain,249,7.5,49.5,1.4
Frukostflingor müsli vete havre råg korn fullkorn m. frukt nötter fröer,445,15.2,47.2,20.1
Mandelmjöl,610,22.4,7.4,53.1
Filmjölk eko. fett 3% berikad,57,3.3,4.5,2.9
Kvarg drickf. olika smaker,42,5.4,4.6,0.2
Kvarg smaksatt sötningsm.,64,10.0,5.2,0.2
Kvarg smaksatt m. socker,64,10.0,5.2,0.2
Drickyoghurt smaksatt fett ca 1% socker ca 8%,59,2.8,10.1,0.8
Drickyoghurt smaksatt fett ca 1% socker ca 11%,59,2.8,10.1,0.8
Frukostflingor fullkorn berikad typ Specialflingor,384,9.2,78.7,2.2
Yoghurt naturell fett 10%,109,3.6,5.2,8.3
Pizza m. köttfärs frysvara,218,10.3,27.7,6.6
Pizza m. köttstek frysvara,215,11.9,28.2,5.3
Pizza m. tomat mozzarella veg. frysvara,269,11.0,26.8,12.5
Noni fruktpuré,36,0.6,7.2,0.1
Fisk Bordelaise,118,15.2,5.2,4.0
Ostkräm,613,7.9,1.3,65.1
Äppeljuice konc.,164,3.8,36.3,0.1
Matvete kokt m. salt,178,4.5,33.5,0.7
Mathavre kokt m. salt,199,5.8,33.1,3.0
Psylliumfröskal,199,1.2,10.0,0.5
Chiafrö,448,19.4,0.0,33.9
Hampafrö m. skal,443,20.9,0.0,32.9
Hampafrö u. skal,609,28.0,2.6,53.6
Vallmofrö,534,17.9,4.8,45.9
Senap sötstark,271,3.7,48.9,6.4
Kokosolja,881,0.0,0.7,99.3
Majonnäs m. sojabönolja fett 80%,677,1.3,2.7,74.7
Majonnäs m. solrosolja fett 80%,656,1.3,7.1,70.3
Kräfta kräftstjärtar konserv. u. lag,71,15.6,0.8,0.4
Sikrom Nordamerikansk,185,20.0,5.7,9.1
Påläggskaviar m. färskost,288,5.9,13.8,23.0
Tångkaviar röd,10,0.3,0.4,0.2
Tångkaviar påläggskaviar,299,0.7,16.4,25.8
Lax vildfångad Sverige rå,188,22.5,1.1,10.4
Lax odlad Norge fjordlax rå frysvara,217,19.4,1.2,15.1
Lax odlad Norge fjordlax rå förpackad,210,21.2,0.3,13.9
Välling för barn pulver fullkorn osötad berikad,425,14.9,59.1,13.8
Välling för barn pulver havre osötad berikad,460,14.5,59.6,18.0
Välling för barn pulver majs osötad berikad,463,13.8,59.4,18.7
Välling för barn pulver havre mjölkfri osötad berikad,415,10.8,65.6,11.2
Barngröt pulver havre m. banan äpple mjölkfri osötad berikad,423,13.2,66.4,10.6
Barngröt pulver naturell fullkorn osötad berikad,449,15.9,58.7,16.0
Barnmat pasta couscous m. kyckling konserv.,78,4.2,8.0,2.8
Barnmat spagetti m. köttfärssås konserv.,70,3.6,6.8,2.7
Barnmat potatis m. nötköttsgryta konserv.,79,3.0,8.4,3.3
Barnmat pastagratäng m. fläskkött konserv.,79,6.5,7.6,2.5
Barnmat fiskgryta konserv.,80,3.4,8.4,3.3
Barnmat lasagne pastagratäng veg. m. grönsaker konserv.,86,3.4,9.7,3.2
Barnmat frukt bär m. yoghurt konserv.,77,1.8,13.9,1.2
Barnmat frukt bär m. yoghurt konserv. berikad,77,1.8,13.9,1.2
Fruktstång fruktgodis,384,2.1,75.8,6.9
Fruktstång fruktgodis berikad,384,2.1,75.8,6.9
Barnmat klämmis m. gröt päron mango havre hirs konserv.,77,1.4,15.3,0.5
Välling för barn drickf. fullkorn osötad berikad,59,2.1,8.1,1.9
Välling för barn drickf. mild havre osötad berikad,63,2.0,8.2,2.5
Välling för barn drickf. majs osötad berikad,70,2.1,9.0,2.8
Välling för barn drickf. havre mjölkfri osötad berikad,57,1.5,9.0,1.5
Barngröt ätf. havre m. banan äpple mjölkfri osötad berikad,98,3.0,15.3,2.4
Barngröt ätf. naturell fullkorn osötad berikad,104,3.7,13.5,3.7
Sojaprotein bitar kylvara el. frysvara typ Tzay®,161,16.4,9.3,5.4
Sojaprotein bitar frysvara typ Oumph®,91,18.6,0.0,0.5
Havreprotein pulled havre strimlor kylvara el. frysvara,203,30.4,9.0,4.0
Sojaprotein färs kylvara el. frysvara berikad,167,15.2,4.8,8.6
Soja- och veteprotein färs frysvara,162,18.6,11.9,3.0
Sojaprotein bullar kylvara el. frysvara,179,13.6,5.5,10.4
Svampprotein bullar frysvara,123,13.3,8.3,3.3
Svampprotein nugget kylvara el. frysvara,194,11.3,17.0,8.0
Sojaprotein nugget kylvara el. frysvara,214,11.3,15.8,10.6
Soja- och veteprotein nugget kylvara el. frysvara,237,18.6,13.5,11.4
Soja- och veteprotein nugget kylvara el. frysvara berikad,237,18.6,13.5,11.4
Soja- och veteprotein bitar som alternativ till bacon kylvara el. frysvara,211,18.4,6.3,11.8
Soja- och veteprotein schnitzel kylvara el. frysvara,239,12.9,16.3,12.8
Soja- och veteprotein schnitzel kylvara el. frysvara berikad,239,12.9,16.3,12.8
Svampprotein schnitzel kylvara el. frysvara,243,12.4,18.4,12.8
Svampprotein färs bitar filé stekt,105,16.7,2.3,1.9
Falafel kikärtskroketter stekta,257,9.0,23.6,12.6
Falafel kikärtskroketter ugnsstekta,285,10.0,26.1,13.9
Soja- och veteprotein bullar stekta,204,19.0,10.3,8.3
Soja- och veteprotein bullar ugnsstekta,216,20.1,10.8,8.8
Sojaprotein färs stekt,252,22.9,7.2,13.0
Sojaprotein bitar stekta typ Tzay®,169,17.2,9.8,5.7
Sojaprotein bitar stekta typ Oumph®,97,19.8,0.0,0.5
Havreprotein pulled havre strimlor stekt,277,41.5,12.3,5.5
Sojaprotein färs stekt berikad,252,22.9,7.2,13.0
Soja- och veteprotein färs stekt,234,26.8,17.2,4.3
Ärtprotein färs stekt,272,38.0,8.1,8.9
Sojaprotein bullar stekta,206,15.7,6.3,12.0
Sojaprotein bullar ugnsstekta,219,16.7,6.7,12.7
Svampprotein bullar stekta,144,15.6,9.7,3.9
Svampprotein nugget stekt,229,10.9,16.4,12.5
Svampprotein nugget ugnsstekt,196,11.4,17.2,8.1
Sojaprotein nugget stekt,248,10.9,15.2,15.0
Sojaprotein nugget ugnsstekt,216,11.4,16.0,10.7
Soja- och veteprotein nugget stekt,270,17.9,13.0,15.8
Soja- och veteprotein nugget ugnsstekt,239,18.8,13.6,11.5
Soja- och veteprotein nugget stekt berikad,270,17.9,13.0,15.8
Soja- och veteprotein nugget ugnsstekt berikad,239,18.8,13.6,11.5
Soja- och veteprotein baconimitation stekt,238,20.7,7.1,13.3
Soja- och veteprotein schnitzel stekt,272,12.4,15.7,17.1
Soja- och veteprotein schnitzel ugnsstekt,241,13.0,16.5,12.9
Soja- och veteprotein schnitzel stekt berikad,272,12.4,15.7,17.1
Soja- och veteprotein schnitzel ugnsstekt berikad,266,14.4,18.2,14.3
Svampprotein schnitzel ugnsstekt,276,11.9,17.7,17.1
Äggstanning,88,7.3,3.4,5.1
Jams kokt u. salt,124,1.6,27.4,0.2
Vindruvor gröna,67,0.7,14.7,0.2
Vindruvor röda,72,0.6,16.4,0.1
Dressing hamburgerdressing lätt fett 28 %,273,0.9,7.0,27.2
Majonnäs äggfri,484,0.2,0.6,54.3
Sås mango curry m. majonnäs kylvara,540,1.0,13.5,54.4
Ostsås m. kalkon,143,10.0,6.0,8.8
Lasagne m. zucchini aubergine nötfärs,110,9.1,2.8,6.7
Karlssons frestelse m. nötfärs,144,7.6,11.5,7.2
Lasagne nötfärs,137,7.9,11.5,6.3
Skinkfrestelse m. grädde,174,5.9,10.6,11.7
Lök stekt m. flytande matfett,54,1.4,8.3,1.2
Tzatziki m. morot,83,1.9,6.0,5.4
Mango currysås hemlagad,133,1.2,9.0,10.2
Kycklingpanna m. citron örter crème fraiche,162,18.1,4.0,8.2
Cowboysoppa m. potatis köttfärs,110,6.7,6.7,6.1
Fransk bondsoppa m. fläsk rotfrukter,58,2.2,6.1,2.3
Kycklingpanna m. lime honung crème fraiche,186,13.0,3.8,13.3
Hedvigsoppa m. vitkål nötfärs morot,59,5.3,2.8,2.7
Nikkaluoktasoppa m. vitkål nötfärs,63,5.4,1.5,3.8
Mexicanasoppa m. kyckling majs,42,2.4,6.5,0.5
Kycklingpanna m. oliv basilika citron grädde,155,12.1,1.9,11.0
Färsruta m. fetaost ugnsstekt,222,20.4,1.5,15.0
Fisk cornflakesfisk panerad ugnsstekt,160,17.7,6.7,6.8
Gryta fiskgryta m. torsk kokosmjölk curry,180,10.8,3.7,13.4
Rödbetshummus,174,4.5,9.8,11.8
Ajvaryoghurt,100,3.1,5.4,7.2
Karl-Alfredsås m. yoghurt spenat,196,2.7,4.4,18.8
Chili- och mangosås,117,1.3,8.9,8.4
Fisk mager m. fänkål tomat crème fraiche ångkokt,117,11.5,1.6,7.2
Bondomelett m. bönor,113,6.5,8.8,5.3
Grönsaksbiff Caribbean stekt,201,3.9,26.5,8.1
Gräddsås m. persilja,148,1.7,4.2,14.1
Köttfärs- och grönsaksbiff stekt,162,14.6,8.4,6.9
Grönsaksbiff broccolibiff stekt veg.,271,7.3,24.1,15.9
Gryta kycklinggryta m. bönor kakao ,95,10.9,4.2,3.3
Fisk Björkeby m. ströbröd smör persilja ugnsstekt,259,18.1,11.3,15.4
Fisk m. soltorkad tomat persilja vitlök,232,18.2,10.9,12.4
Gratäng djungelgratäng m. kyckling banan mango chutney crème fraiche,221,11.2,7.9,16.2
Mango chutney,112,0.6,25.7,0.3
Gratäng m. kassler ananas ost,129,18.2,3.9,4.3
Gryta fiskgryta brasiliansk fiskgryta m. kokosmjölk krossad tomat paprika,136,8.6,4.1,9.2
Gryta mormors kycklinggryta m. svamp,123,11.4,2.8,7.3
Gryta köttgryta m. fransk senap pepparrot gräddfil,112,12.1,2.9,5.1
Gryta fisk m. crème fraiche curry apelsin,123,13.8,3.6,5.8
Korv falukorv ugnsstekt m. ajvar,232,8.3,5.5,19.9
Gryta kyckling tikka masala,121,20.2,2.4,3.3
Senapskräm,275,2.8,14.9,22.9
Köttfärslåda,125,8.8,7.5,6.4
Gryta svampprotein m. lätt crème fraiche bambuskott haricot verts paprika veg.,88,5.1,4.4,5.3
Gryta svampprotein tikka masala veg.,103,12.4,3.8,3.3
Gryta svampprotein m. fransk senap pepparrot gräddfil veg.,92,8.2,3.3,4.0
Grönsaksburgare stekt veg.,229,3.7,24.6,12.1
Grönsaksbiff rödbetsbiff stekt veg.,108,4.5,11.1,4.6
Grönsaksbiff morotsbiff stekt veg.,107,3.7,11.2,4.8
Grönsaksbiff zucchinibiff m. ost stekt veg.,205,8.7,14.3,12.2
Grönsaksbiff ärt- och kålrotsbiff stekt veg. kylvara,171,6.5,17.6,6.5
Grönsaksbiff kikärtsbiff stekt veg. hemlagad,210,8.7,17.1,9.6
Gryta chili sin carne m. zucchini paprika veg.,73,3.5,9.2,1.7
Gryta chili sin carne m. svampprotein veg.,91,6.9,8.6,2.2
Gryta chili con soja veg.,104,6.8,9.1,3.5
Svampproteinfärssås veg. ,90,8.1,6.0,3.0
Gryta böngryta provencale m. potatis rotselleri vitt vin crème fraiche veg.,99,3.6,10.3,4.0
Gryta halloumigryta m. linser veg.,147,7.7,7.9,8.8
Halloumi stroganoff veg.,254,15.8,3.9,19.6
Gryta halloumigryta m. aubergine veg.,118,7.5,4.1,7.7
Gryta svampprotein m. grönsaker veg.,58,4.7,3.9,2.0
Gryta kalops m. svampprotein veg.,41,2.6,3.8,1.5
Gryta indonesisk kycklinggryta m. mango chutney,179,11.2,6.0,12.2
Gryta svampprotein indonesisk gryta m. mango chutney veg.,145,8.2,7.2,8.6
Gryta svampprotein m. persika veg.,143,7.2,6.3,9.4
Bön stroganoff veg.,129,6.0,11.1,5.7
Gryta m. gröna linser rotfrukter kokosmjölk veg.,81,2.4,6.2,4.5
Gryta gulasch m. bönor veg.,60,2.5,7.3,1.8
Grönsaker ugnsstekta,24,0.7,3.7,0.2
Majssås,98,2.1,5.7,7.2
Gryta kikärtsgryta m. aprikos blandade grönsaker veg.,63,1.8,7.3,2.5
Svamp stroganoff veg.,92,3.0,4.9,6.2
Broccolisås,137,4.0,2.4,12.4
Gryta indisk lammgryta,115,9.4,3.7,6.8
Sojafärssås veg.,117,7.7,6.9,5.8
Sojafärssås m. linser veg.,112,7.5,7.8,4.9
Tikka masala m. potatis grönsaker veg.,107,2.8,8.9,6.2
Medelhavssås m. grädde soltorkad tomat,281,3.8,6.7,26.6
Sås m. grädde soltorkad tomat basilika vitlök,198,4.3,8.5,16.1
Gryta currygryta m. grönsaker veg.,104,1.8,5.3,8.2
Pasta carbonara m. pasta sojabönor veg.,150,5.3,13.0,8.2
Lasagne m. linser veg.,138,4.6,7.6,9.6
Lasagne m. grönsaker veg. ,130,4.6,17.9,4.0
Grönsaksbas grönsakspasta,84,1.0,6.8,5.4
Tomatsås m. grädde,134,1.4,4.4,12.4
Morotssås,68,1.4,5.3,4.3
Ajvar- och spenatsås,131,7.0,7.3,7.8
Paprika grillad,32,0.7,5.8,0.3
Lasagne m. cottage cheese veg. ,101,6.1,8.6,4.5
Paj m. fetaost sötpotatis veg.,247,7.8,9.8,19.4
Grynblandning havre råg vete korn kokt m. salt,133,3.6,23.4,1.2
Soppa m. kokosmjölk blomkål potatis spenat veg.,225,2.9,5.8,21.0
Sötpotatissoppa m. linser chili kokosmjölk veg.,109,2.4,7.3,7.2
Rysk kålsoppa veg.,49,0.9,3.9,3.0
Vegestronesoppa veg.,39,1.2,5.5,0.9
Gratäng m. svampprotein ananas veg. ,115,12.4,6.6,3.4
Pumpasoppa veg.,32,0.7,4.5,1.1
Gryta chiligryta m. bönor linser sojakorv veg.,107,6.0,10.9,3.2
Lasagne m. skinka,117,7.6,12.3,3.9
Pastasås m. kyckling paprika,168,11.6,2.2,12.6
Pastagratäng Rossini m. kycklingfärs ananas paprika squash tomat purjolök,176,8.4,10.0,11.3
Köttfärssås Vivaldi nöt m. squash majs paprika rödlök ost,109,8.1,5.4,5.9
Chiapudding,111,3.2,11.0,5.0
Korv stroganoff hemlagad,253,6.3,5.7,23.0
Lasagne hemlagad,124,7.1,12.7,4.7
Pizza Funghi m. champinjoner restaurang,292,14.9,20.4,16.1
Havremjöl fullkorn,352,11.3,59.2,4.4
Vitlökssås m. örter hemlagad,411,2.1,4.7,42.8
Öring Sverige höst rå ,175,21.2,1.7,9.2
Taco tortilla m. köttfärs grönsaker ost,152,8.2,11.1,8.1
Kornflingor ångprep. fullkorn,351,9.2,65.4,3.1
Rågflingor ångprep. fullkorn,323,9.2,61.1,1.5
Veteflingor ångprep. fullkorn,328,10.2,61.0,2.0
Dinkelmjöl,355,12.0,69.3,1.7
Grönsaksbiff jordnötsbiff tillagad veg.,237,7.8,17.4,14.1
Vitlökssås fetthalt ca 10%,135,1.8,5.5,11.9
Vetemjöl durum,352,12.2,67.9,1.6
Mjölblandning vete korn råg havre,346,8.7,68.4,2.2
Mjölblandning rågsikt,356,8.6,71.8,1.4
Pizza Vesuvio m. skinka restaurang,297,17.0,19.9,16.0
Pizza Capricciosa m. skinka champinjoner restaurang,295,16.0,20.2,16.0
Pizza m. kött restaurang,298,15.4,19.3,17.1
Pizza Bussola m. skinka räkor restaurang,297,17.0,19.9,16.0
Pizza m. köttfärs restaurang,293,15.4,19.8,16.2
Pizza m. ost restaurang,328,16.3,19.9,19.7
Rapsolja berikad,884,0.0,0.0,100.0
Durra el. andra sorghumarter mjöl,353,9.5,69.7,2.6
Amarant mjöl,352,15.0,55.2,6.0
Kiwi gul,72,0.6,15.9,0.3
Sojasås shoyu,72,7.7,10.1,0.0
Pizzadeg tillagad hemlagad,240,5.4,41.3,5.0
Insalata Caprese,146,5.8,1.8,12.8
Waldorfsallad,119,2.2,5.9,9.2
Jordnötter m. chokladöverdrag,514,8.1,57.9,26.9
Chokladkex m. vaniljfyllning,465,4.6,65.3,19.8
Risotto m. kyckling spenat,116,5.9,12.3,4.5
Bröd rågsikt fibrer ca 4% typ rågkaka,264,7.3,48.9,2.7
Sött vetebröd kanelbulle gräddad kylvara frysvara el. butiksbakad,345,6.7,51.7,11.3
Bröd fröbröd fullkorn vete råg,270,8.7,41.0,5.9
Pizza m. tomatsås ost restaurang,328,16.5,22.9,18.2
Pizzadeg tillagad kylvara,335,9.5,60.8,4.7
Pommes frites smaksatta tillagad frysvara,207,3.2,26.1,9.0
Frukostflingor vete puffat m. choklad,382,8.4,73.1,3.4
Frukostflingor granola m. frukt nötter,436,11.4,46.0,19.5
Frukostflingor granola m. kakao hallon,408,8.8,47.8,15.8
Majskaka smaksatt ost,446,6.8,70.5,14.3
Linskaka smaksatt,418,15.9,58.7,11.6
Kex bokstavskex fullkorn,410,7.5,62.3,11.2
Pepparkaksdeg kylvara,383,4.6,58.8,13.4
Bröd vitt croissant gräddad kylvara frysvara el. butiksbakad,339,7.4,34.5,18.4
Pommes frites smaksatta frysvara,168,2.6,21.1,7.3
Frukostflingor majs typ cornflakes,376,7.0,80.0,1.2
Ris sushiris kokt,173,2.8,38.3,0.4
Nudlar äggnudlar kokta u. salt,121,4.2,22.8,0.8
Havregurt hallon berikad,82,0.9,15.3,1.7
Havregurt blåbär hallon berikad,83,0.8,15.2,1.8
Havregurt jordgubb berikad,76,0.9,13.3,1.8
Havregurt vanilj berikad,84,0.9,15.0,2.0
"Havredryck fett 1,5% eko. berikad",48,0.9,7.2,1.5
"Havredryck fett 0,5 % eko. berikad",39,0.9,7.3,0.5
Havregurt naturell fett 11 % berikad,152,2.8,11.3,10.5
Glass havreglass chokladfudge,235,1.0,35.5,9.5
Glass havreglass karamell hasselnöt,245,1.4,28.2,13.9
Glass havreglass karamell vanilj,210,0.5,29.9,9.6
Havrebaserat bredbart pålägg tomat basilika,215,2.9,11.2,17.6
Havrebaserat bredbart pålägg vitlök gurka,207,2.7,10.7,17.1
"Havredryck choklad fett 2,5 % berikad",71,1.3,10.5,2.4
Havregurt smaksatt berikad,81,0.9,14.7,1.8
"Havredryck fett 3,0% berikad",60,1.0,6.6,3.0
Glass havreglass smaksatt,230,1.0,31.2,11.0
Havrebaserat bredbart pålägg smaksatt,211,2.8,11.0,17.4
Kex bokstavskex fullkorn berikad,410,7.5,62.3,11.2
Vitlökssås fetthalt ≥ 40%,509,1.8,5.7,54.1
Sött vetebröd saffransbröd,317,7.5,51.5,8.0
Pommes frites klyftpotatis frysvara,158,2.4,22.3,5.6
Sojaprotein kebab frysvara typ Oumph®,136,17.4,4.6,3.8
Sojaprotein pulled sojaprotein frysvara typ Oumph®,117,12.1,13.4,0.5
Sojaprotein bitar m. timjan vitlök frysvara typ Oumph®,127,17.7,4.2,3.0
Rismål u. sylt,118,3.6,16.7,4.1
Rismål u. sylt u. socker m. sötningsmedel,100,3.9,12.1,4.0
Chips linser smaksatta fett 17%,455,13.0,53.6,19.1
Linsbågar fett 28%,511,15.8,40.3,30.8
Frukostflingor ris glutenfri berikad typ Specialflingor,384,5.9,86.5,0.7
Frukostflingor granola glutenfri,432,9.1,44.5,20.3
Frukostflingor majs glutenfri berikad,369,7.4,81.3,0.2
Mjölblandning ljus glutenfri,336,2.8,75.0,0.0
Bovetemjöl grovt,360,17.7,60.2,3.7
Teffmjöl,344,10.3,65.3,2.3
Våffelmix glutenfri,390,5.4,87.7,1.3
Våffla glutenfri,216,1.9,29.8,9.9
Majsgryn polenta,345,8.6,68.3,2.1
Bröd surdegsbröd glutenfritt,192,3.4,35.1,2.5
Bröd vitt tortilla glutenfritt,252,6.4,41.1,4.3
Hårt bröd m. chiafrö glutenfritt fibrer ca 10%,363,4.4,75.0,2.3
Hårt bröd m. sesamfrö glutenfritt fibrer ca 9%,407,6.1,65.2,11.2
Bröd vitt osötat glutenfritt fibrer ca 7% typ ciabatta,295,6.0,47.8,7.2
Sockerbetsfiber,203,8.3,0.0,2.3
Kex salta glutenfritt,446,2.6,78.0,13.0
Chokladkaka chocolate chip cookie glutenfri,507,2.8,63.3,26.4
Korv veg. sojaprotein kylvara el. frysvara typ grillkorv,176,12.0,3.4,11.6
Korv veg. solrosprotein kylvara el. frysvara typ grillkorv,142,5.3,6.7,10.5
Korv veg. solros- och ärtprotein kylvara el. frysvara typ grillkorv,174,4.7,8.2,12.6
Korv veg. grönsaker kylvara el. frysvara typ grillkorv,160,7.1,14.7,7.4
Korv veg. sojaprotein tillagad kylvara el. frysvara typ grillkorv,186,12.7,3.6,12.2
Korv veg. solrosprotein tillagad kylvara el. frysvara typ grillkorv,151,5.6,7.1,11.2
Korv veg. solros- och ärtprotein tillagad kylvara el. frysvara typ grillkorv,184,5.0,8.7,13.3
Korv veg. tillagad kylvara el. frysvara typ grillkorv,162,9.9,7.2,9.6
Korv veg. grönsaker tillagad kylvara el. frysvara typ grillkorv,170,7.5,15.6,7.9
Burgare veg. potatis linser bönor majs kylvara el. frysvara,230,7.8,24.0,9.9
Burgare veg. potatis linser bönor majs stekt kylvara el. frysvara,270,9.1,28.1,11.6
Ärtprotein färs kylvara el. frysvara,190,26.6,5.6,6.2
Sojadryck osötad berikad,33,3.4,1.7,1.3
Mandeldryck osötad berikad,15,0.0,1.0,1.2
Kokosnötdryck ,18,0.0,4.4,0.0
Mörk choklad kakao 70%,581,8.4,34.0,43.9
Mörk choklad kakao 85%,592,11.1,22.3,48.6
Pommes frites klyftpotatis tillagad frysvara,196,3.0,27.7,7.0
Sojaprotein kebab stekt frysvara typ Oumph®,97,19.8,0.0,0.5
